@relation atp_matches_2018_ab-weka.filters.unsupervised.attribute.Remove-R1

@attribute surface {Hard,Clay,Grass}
@attribute 0rank numeric
@attribute 1rank numeric
@attribute winner {0rank,1rank}

@data
Hard,214,15,1rank
Hard,92,11,1rank
Hard,47,42,1rank
Hard,108,67,1rank
Hard,27,62,1rank
Hard,172,24,1rank
Hard,145,40,1rank
Hard,345,139,1rank
Hard,8,101,1rank
Hard,82,7,1rank
Hard,141,109,1rank
Hard,64,45,1rank
Hard,29,44,1rank
Hard,21,60,1rank
Hard,103,58,1rank
Hard,79,49,1rank
Hard,242,10,1rank
Hard,111,13,1rank
Hard,128,85,1rank
Hard,149,39,1rank
Hard,50,19,1rank
Hard,33,54,1rank
Hard,129,34,1rank
Hard,112,131,1rank
Hard,119,4,1rank
Hard,41,6,1rank
Hard,102,61,1rank
Hard,43,89,1rank
Hard,91,25,1rank
Hard,125,17,1rank
Hard,106,93,1rank
Hard,107,68,1rank
Hard,59,12,1rank
Hard,120,14,1rank
Hard,1229,55,1rank
Hard,135,84,1rank
Hard,104,23,1rank
Hard,95,30,1rank
Hard,96,75,1rank
Hard,140,56,1rank
Hard,177,2,1rank
Hard,88,1,1rank
Hard,121,26,1rank
Hard,18,37,1rank
Hard,94,66,1rank
Hard,31,9,1rank
Hard,98,74,1rank
Hard,51,28,1rank
Hard,46,5,1rank
Hard,72,3,1rank
Hard,382,32,1rank
Hard,97,20,1rank
Hard,15,36,1rank
Hard,42,11,1rank
Hard,67,62,1rank
Hard,40,24,1rank
Hard,139,101,1rank
Hard,109,7,1rank
Hard,44,45,1rank
Hard,60,58,1rank
Hard,49,10,1rank
Hard,85,13,1rank
Hard,39,19,1rank
Hard,54,34,1rank
Hard,131,4,1rank
Hard,61,6,1rank
Hard,89,25,1rank
Hard,93,17,1rank
Hard,12,68,1rank
Hard,14,55,1rank
Hard,23,84,1rank
Hard,75,30,1rank
Hard,56,2,1rank
Hard,26,1,1rank
Hard,66,37,1rank
Hard,74,9,1rank
Hard,28,5,1rank
Hard,32,3,1rank
Hard,36,20,1rank
Hard,62,11,1rank
Hard,101,24,1rank
Hard,45,7,1rank
Hard,58,10,1rank
Hard,13,19,1rank
Hard,4,34,1rank
Hard,25,6,1rank
Hard,17,68,1rank
Hard,84,55,1rank
Hard,30,2,1rank
Hard,37,1,1rank
Hard,5,9,1rank
Hard,20,3,1rank
Hard,24,11,1rank
Hard,10,7,1rank
Hard,34,19,1rank
Hard,68,6,1rank
Hard,2,55,1rank
Hard,9,1,1rank
Hard,11,3,1rank
Hard,7,19,1rank
Hard,55,6,1rank
Hard,1,3,1rank
Hard,19,6,1rank
Hard,3,6,1rank
Clay,391,191,1rank
Clay,373,330,1rank
Clay,330,191,1rank
Clay,373,391,1rank
Clay,410,14,1rank
Clay,209,62,1rank
Clay,1474,152,1rank
Clay,111,8,1rank
Clay,38,133,1rank
Clay,38,8,1rank
Hard,236,20,1rank
Hard,44,34,1rank
Hard,224,20,1rank
Hard,60,222,1rank
Hard,70,434,1rank
Hard,516,70,1rank
Clay,91,419,1rank
Clay,271,185,1rank
Clay,271,91,1rank
Clay,419,185,1rank
Hard,240,72,1rank
Hard,79,170,1rank
Hard,958,276,1rank
Clay,135,86,1rank
Clay,162,56,1rank
Clay,665,174,1rank
Hard,386,455,1rank
Hard,1094,120,1rank
Hard,455,120,1rank
Hard,1211,1094,1rank
Clay,30,18,1rank
Clay,40,6,1rank
Clay,6,61,1rank
Clay,40,18,1rank
Hard,21,54,1rank
Hard,26,19,1rank
Hard,24,55,1rank
Hard,150,101,1rank
Clay,187,81,1rank
Clay,674,95,1rank
Clay,81,95,1rank
Clay,674,187,1rank
Hard,453,643,1rank
Hard,1398,370,1rank
Hard,370,453,1rank
Hard,1398,643,1rank
Clay,762,68,1rank
Clay,673,287,1rank
Clay,737,68,1rank
Hard,57,103,1rank
Hard,68,107,1rank
Hard,32,43,1rank
Hard,122,167,1rank
Hard,91,39,1rank
Hard,105,33,1rank
Hard,63,120,1rank
Hard,136,53,1rank
Hard,82,166,1rank
Hard,186,31,1rank
Hard,129,108,1rank
Hard,71,45,1rank
Hard,15,103,1rank
Hard,43,107,1rank
Hard,167,25,1rank
Hard,33,39,1rank
Hard,53,120,1rank
Hard,155,166,1rank
Hard,108,31,1rank
Hard,45,12,1rank
Hard,103,107,1rank
Hard,25,39,1rank
Hard,120,166,1rank
Hard,31,12,1rank
Hard,107,39,1rank
Hard,12,166,1rank
Hard,166,39,1rank
Hard,84,65,1rank
Hard,80,62,1rank
Hard,126,34,1rank
Hard,76,88,1rank
Hard,100,60,1rank
Hard,207,28,1rank
Hard,170,26,1rank
Hard,78,110,1rank
Hard,109,77,1rank
Hard,49,35,1rank
Hard,61,87,1rank
Hard,69,50,1rank
Hard,13,65,1rank
Hard,62,34,1rank
Hard,24,88,1rank
Hard,60,28,1rank
Hard,110,26,1rank
Hard,77,22,1rank
Hard,87,35,1rank
Hard,50,8,1rank
Hard,34,65,1rank
Hard,28,88,1rank
Hard,22,26,1rank
Hard,35,8,1rank
Hard,88,65,1rank
Hard,26,8,1rank
Hard,65,8,1rank
Hard,423,147,1rank
Hard,95,123,1rank
Hard,38,129,1rank
Hard,92,63,1rank
Hard,102,86,1rank
Hard,109,50,1rank
Hard,55,87,1rank
Hard,440,62,1rank
Hard,59,58,1rank
Hard,85,47,1rank
Hard,164,60,1rank
Hard,69,114,1rank
Hard,23,147,1rank
Hard,129,123,1rank
Hard,33,63,1rank
Hard,86,50,1rank
Hard,87,62,1rank
Hard,35,58,1rank
Hard,60,47,1rank
Hard,114,13,1rank
Hard,147,123,1rank
Hard,63,50,1rank
Hard,58,62,1rank
Hard,47,13,1rank
Hard,50,123,1rank
Hard,62,13,1rank
Hard,13,123,1rank
Hard,53,67,1rank
Hard,81,131,1rank
Hard,46,52,1rank
Hard,90,134,1rank
Hard,77,80,1rank
Hard,100,40,1rank
Hard,101,31,1rank
Hard,65,171,1rank
Hard,287,73,1rank
Hard,122,28,1rank
Hard,184,74,1rank
Hard,340,311,1rank
Hard,15,67,1rank
Hard,131,52,1rank
Hard,134,39,1rank
Hard,80,40,1rank
Hard,31,171,1rank
Hard,18,73,1rank
Hard,74,28,1rank
Hard,11,311,1rank
Hard,52,67,1rank
Hard,39,40,1rank
Hard,73,171,1rank
Hard,311,28,1rank
Hard,40,67,1rank
Hard,28,171,1rank
Hard,67,171,1rank
Hard,26,5,1rank
Hard,422,61,1rank
Hard,39,28,1rank
Hard,17,34,1rank
Hard,59,8,1rank
Hard,83,55,1rank
Hard,52,58,1rank
Hard,70,16,1rank
Hard,116,22,1rank
Hard,46,45,1rank
Hard,43,68,1rank
Hard,102,13,1rank
Hard,18,71,1rank
Hard,69,36,1rank
Hard,54,24,1rank
Hard,50,4,1rank
Hard,5,61,1rank
Hard,28,34,1rank
Hard,8,55,1rank
Hard,58,16,1rank
Hard,22,45,1rank
Hard,68,13,1rank
Hard,71,36,1rank
Hard,24,4,1rank
Hard,61,34,1rank
Hard,55,16,1rank
Hard,45,13,1rank
Hard,36,4,1rank
Hard,16,34,1rank
Hard,13,4,1rank
Hard,4,34,1rank
Hard,48,9,1rank
Hard,57,41,1rank
Hard,95,27,1rank
Hard,65,25,1rank
Hard,110,12,1rank
Hard,47,63,1rank
Hard,29,38,1rank
Hard,72,15,1rank
Hard,33,20,1rank
Hard,44,273,1rank
Hard,30,51,1rank
Hard,14,32,1rank
Hard,23,31,1rank
Hard,60,74,1rank
Hard,40,42,1rank
Hard,6,56,1rank
Hard,41,9,1rank
Hard,27,25,1rank
Hard,63,12,1rank
Hard,38,15,1rank
Hard,273,20,1rank
Hard,51,32,1rank
Hard,74,31,1rank
Hard,42,56,1rank
Hard,9,25,1rank
Hard,15,12,1rank
Hard,20,32,1rank
Hard,56,31,1rank
Hard,25,12,1rank
Hard,31,32,1rank
Hard,12,32,1rank
Hard,64,41,1rank
Hard,93,26,1rank
Hard,31,21,1rank
Hard,37,15,1rank
Hard,32,27,1rank
Hard,50,83,1rank
Hard,29,23,1rank
Hard,82,33,1rank
Hard,24,62,1rank
Hard,35,14,1rank
Hard,46,47,1rank
Hard,71,48,1rank
Hard,40,51,1rank
Hard,39,42,1rank
Hard,17,68,1rank
Hard,69,19,1rank
Hard,38,104,1rank
Hard,53,25,1rank
Hard,254,415,1rank
Hard,44,59,1rank
Hard,16,57,1rank
Hard,20,78,1rank
Hard,73,28,1rank
Hard,216,22,1rank
Hard,41,3,1rank
Hard,26,21,1rank
Hard,27,15,1rank
Hard,83,8,1rank
Hard,23,5,1rank
Hard,62,33,1rank
Hard,47,14,1rank
Hard,6,48,1rank
Hard,7,51,1rank
Hard,42,68,1rank
Hard,104,19,1rank
Hard,25,4,1rank
Hard,415,12,1rank
Hard,59,57,1rank
Hard,78,28,1rank
Hard,22,2,1rank
Hard,21,3,1rank
Hard,15,8,1rank
Hard,33,5,1rank
Hard,48,14,1rank
Hard,68,51,1rank
Hard,4,19,1rank
Hard,57,12,1rank
Hard,28,2,1rank
Hard,8,3,1rank
Hard,14,5,1rank
Hard,51,19,1rank
Hard,12,2,1rank
Hard,5,3,1rank
Hard,2,19,1rank
Hard,19,3,1rank
Hard,95,87,1rank
Hard,43,84,1rank
Hard,150,32,1rank
Hard,53,79,1rank
Hard,65,75,1rank
Hard,110,38,1rank
Hard,45,70,1rank
Hard,154,58,1rank
Hard,80,93,1rank
Hard,48,97,1rank
Hard,100,167,1rank
Hard,158,64,1rank
Hard,87,17,1rank
Hard,84,32,1rank
Hard,20,79,1rank
Hard,75,38,1rank
Hard,70,58,1rank
Hard,93,28,1rank
Hard,167,97,1rank
Hard,64,15,1rank
Hard,32,17,1rank
Hard,79,38,1rank
Hard,58,28,1rank
Hard,97,15,1rank
Hard,17,38,1rank
Hard,28,15,1rank
Hard,38,15,1rank
Hard,215,50,1rank
Hard,86,72,1rank
Hard,89,107,1rank
Hard,52,172,1rank
Hard,54,76,1rank
Hard,78,37,1rank
Hard,47,46,1rank
Hard,219,51,1rank
Hard,73,105,1rank
Hard,39,217,1rank
Hard,71,57,1rank
Hard,218,49,1rank
Hard,50,21,1rank
Hard,72,107,1rank
Hard,172,26,1rank
Hard,37,76,1rank
Hard,51,46,1rank
Hard,105,34,1rank
Hard,57,217,1rank
Hard,19,49,1rank
Hard,107,21,1rank
Hard,76,26,1rank
Hard,34,46,1rank
Hard,217,49,1rank
Hard,21,26,1rank
Hard,46,49,1rank
Hard,49,26,1rank
Hard,69,81,1rank
Hard,94,63,1rank
Hard,56,27,1rank
Hard,180,33,1rank
Hard,31,35,1rank
Hard,40,29,1rank
Hard,130,30,1rank
Hard,289,145,1rank
Hard,67,135,1rank
Hard,22,62,1rank
Hard,133,193,1rank
Hard,90,102,1rank
Hard,81,14,1rank
Hard,63,27,1rank
Hard,33,16,1rank
Hard,29,35,1rank
Hard,30,145,1rank
Hard,135,18,1rank
Hard,193,62,1rank
Hard,102,10,1rank
Hard,27,14,1rank
Hard,35,16,1rank
Hard,18,145,1rank
Hard,62,10,1rank
Hard,14,16,1rank
Hard,10,145,1rank
Hard,145,16,1rank
Hard,47,5,1rank
Hard,39,174,1rank
Hard,44,49,1rank
Hard,48,26,1rank
Hard,29,6,1rank
Hard,59,93,1rank
Hard,87,57,1rank
Hard,21,175,1rank
Hard,67,20,1rank
Hard,74,43,1rank
Hard,42,60,1rank
Hard,41,16,1rank
Hard,18,104,1rank
Hard,54,32,1rank
Hard,36,52,1rank
Hard,35,3,1rank
Hard,174,5,1rank
Hard,49,26,1rank
Hard,6,93,1rank
Hard,175,57,1rank
Hard,43,20,1rank
Hard,60,16,1rank
Hard,104,32,1rank
Hard,52,3,1rank
Hard,26,5,1rank
Hard,57,93,1rank
Hard,16,20,1rank
Hard,32,3,1rank
Hard,5,93,1rank
Hard,20,3,1rank
Hard,93,3,1rank
Hard,24,8,1rank
Hard,22,426,1rank
Hard,34,23,1rank
Hard,64,13,1rank
Hard,85,9,1rank
Hard,37,33,1rank
Hard,50,30,1rank
Hard,17,14,1rank
Hard,51,15,1rank
Hard,109,40,1rank
Hard,62,76,1rank
Hard,10,71,1rank
Hard,45,11,1rank
Hard,137,19,1rank
Hard,113,56,1rank
Hard,134,7,1rank
Hard,426,8,1rank
Hard,23,13,1rank
Hard,9,33,1rank
Hard,14,30,1rank
Hard,15,40,1rank
Hard,76,71,1rank
Hard,19,11,1rank
Hard,56,7,1rank
Hard,13,8,1rank
Hard,33,30,1rank
Hard,40,71,1rank
Hard,7,11,1rank
Hard,30,8,1rank
Hard,71,11,1rank
Hard,11,8,1rank
Hard,20,48,1rank
Hard,61,52,1rank
Hard,36,25,1rank
Hard,47,43,1rank
Hard,256,21,1rank
Hard,56,42,1rank
Hard,99,46,1rank
Hard,35,22,1rank
Hard,57,54,1rank
Hard,34,18,1rank
Hard,33,71,1rank
Hard,169,44,1rank
Hard,32,31,1rank
Hard,24,17,1rank
Hard,29,28,1rank
Hard,40,27,1rank
Hard,48,2,1rank
Hard,16,52,1rank
Hard,25,10,1rank
Hard,43,7,1rank
Hard,21,3,1rank
Hard,42,14,1rank
Hard,46,11,1rank
Hard,22,6,1rank
Hard,54,9,1rank
Hard,39,18,1rank
Hard,71,19,1rank
Hard,44,5,1rank
Hard,31,8,1rank
Hard,17,13,1rank
Hard,28,23,1rank
Hard,27,55,1rank
Hard,52,2,1rank
Hard,10,7,1rank
Hard,14,3,1rank
Hard,6,11,1rank
Hard,9,18,1rank
Hard,19,5,1rank
Hard,13,8,1rank
Hard,55,23,1rank
Hard,7,2,1rank
Hard,11,3,1rank
Hard,5,18,1rank
Hard,23,8,1rank
Hard,3,2,1rank
Hard,8,18,1rank
Hard,2,18,1rank
Hard,622,68,1rank
Hard,622,47,1rank
Hard,47,68,1rank
Hard,622,31,1rank
Hard,68,31,1rank
Hard,47,31,1rank
Hard,76,85,1rank
Hard,40,76,1rank
Hard,85,40,1rank
Hard,76,15,1rank
Hard,85,15,1rank
Hard,40,15,1rank
Hard,76,31,1rank
Hard,68,15,1rank
Hard,31,15,1rank
Hard,76,68,1rank
Hard,9,8,1rank
Hard,9,6,1rank
Hard,8,6,1rank
Hard,3,9,1rank
Hard,8,3,1rank
Hard,6,3,1rank
Hard,10,7,1rank
Hard,10,5,1rank
Hard,7,5,1rank
Hard,10,1,1rank
Hard,7,1,1rank
Hard,5,1,1rank
Hard,3,5,1rank
Hard,6,1,1rank
Hard,1,5,1rank
Clay,40,12,1rank
Clay,259,7,1rank
Clay,32,7,1rank
